col0;Cat1;Cat2;Cat3;id;caption
;ambient;amb_bob_global.bnk;;amb_bob_global.bnk:amb_bob_g_nml_dyn_FOREST_01_medium_thin_1;amb_bob_g_nml_dyn_FOREST_01_medium_thin_1
;ambient;amb_bob_global.bnk;;amb_bob_global.bnk:amb_bob_g_nml_dyn_FOREST_02_medium_dense_1;amb_bob_g_nml_dyn_FOREST_02_medium_dense_1
;ambient;amb_bob_global.bnk;;amb_bob_global.bnk:amb_bob_g_nml_dyn_FOREST_02_medium_normal_1;amb_bob_g_nml_dyn_FOREST_02_medium_normal_1
;ambient;amb_bob_global.bnk;;amb_bob_global.bnk:amb_bob_g_nml_dyn_FOREST_02_medium_thin_1;amb_bob_g_nml_dyn_FOREST_02_medium_thin_1
;ambient;amb_bob_global.bnk;;amb_bob_global.bnk:amb_bob_g_nml_dyn_FOREST_03_medium_dense_1;amb_bob_g_nml_dyn_FOREST_03_medium_dense_1
;ambient;amb_bob_global.bnk;;amb_bob_global.bnk:amb_bob_g_nml_dyn_FOREST_03_medium_normal_1;amb_bob_g_nml_dyn_FOREST_03_medium_normal_1
;ambient;amb_bob_global.bnk;;amb_bob_global.bnk:amb_bob_g_nml_dyn_FOREST_03_medium_thin_1;amb_bob_g_nml_dyn_FOREST_03_medium_thin_1
;ambient;amb_bob_global.bnk;;amb_bob_global.bnk:amb_bob_g_nml_dyn_FOREST_04_medium_dense_1;amb_bob_g_nml_dyn_FOREST_04_medium_dense_1
;ambient;amb_bob_global.bnk;;amb_bob_global.bnk:amb_bob_g_nml_dyn_FOREST_04_medium_normal_1;amb_bob_g_nml_dyn_FOREST_04_medium_normal_1
;ambient;amb_bob_global.bnk;;amb_bob_global.bnk:amb_bob_g_nml_dyn_FOREST_04_medium_thin_1;amb_bob_g_nml_dyn_FOREST_04_medium_thin_1
;ambient;amb_bob_global.bnk;;amb_bob_global.bnk:amb_bob_g_nml_dyn_FOREST_05_medium_dense_1;amb_bob_g_nml_dyn_FOREST_05_medium_dense_1
;ambient;amb_bob_global.bnk;;amb_bob_global.bnk:amb_bob_g_nml_dyn_FOREST_05_medium_normal_1;amb_bob_g_nml_dyn_FOREST_05_medium_normal_1
;ambient;amb_bob_global.bnk;;amb_bob_global.bnk:amb_bob_g_nml_dyn_FOREST_05_medium_thin_1;amb_bob_g_nml_dyn_FOREST_05_medium_thin_1
;ambient;amb_bob_global.bnk;;amb_bob_global.bnk:amb_bob_g_nml_dyn_FOREST_07_medium_dense_1;amb_bob_g_nml_dyn_FOREST_07_medium_dense_1
;ambient;amb_bob_global.bnk;;amb_bob_global.bnk:amb_bob_g_nml_dyn_FOREST_07_medium_normal_1;amb_bob_g_nml_dyn_FOREST_07_medium_normal_1
;ambient;amb_bob_global.bnk;;amb_bob_global.bnk:amb_bob_g_nml_dyn_FOREST_07_medium_thin_1;amb_bob_g_nml_dyn_FOREST_07_medium_thin_1
;ambient;amb_bob_global.bnk;;amb_bob_global.bnk:amb_bob_G_WIND_and_RAIN_START;amb_bob_G_WIND_and_RAIN_START
;ambient;amb_bob_global.bnk;;amb_bob_global.bnk:amb_bob_G_WIND_and_RAIN_STOP;amb_bob_G_WIND_and_RAIN_STOP
;ambient;amb_bob_global.bnk;;amb_bob_global.bnk:amb_bob_g_wind_forest_01_medium_dense;amb_bob_g_wind_forest_01_medium_dense
;ambient;amb_bob_global.bnk;;amb_bob_global.bnk:amb_bob_g_wind_forest_01_medium_normal;amb_bob_g_wind_forest_01_medium_normal
;ambient;amb_bob_global.bnk;;amb_bob_global.bnk:amb_bob_g_wind_forest_01_medium_thin;amb_bob_g_wind_forest_01_medium_thin
;ambient;amb_bob_global.bnk;;amb_bob_global.bnk:amb_bob_g_wind_forest_01_small_bushes_dense;amb_bob_g_wind_forest_01_small_bushes_dense
;ambient;amb_bob_global.bnk;;amb_bob_global.bnk:amb_bob_g_wind_forest_01_small_bushes_thin;amb_bob_g_wind_forest_01_small_bushes_thin
;ambient;amb_bob_global.bnk;;amb_bob_global.bnk:amb_bob_g_wind_grass_high_01;amb_bob_g_wind_grass_high_01
;ambient;amb_bob_global.bnk;;amb_bob_global.bnk:amb_bob_g_wind_grass_reed_01_dense;amb_bob_g_wind_grass_reed_01_dense
;ambient;amb_bob_global.bnk;;amb_bob_global.bnk:amb_bob_R_g_water_STATIC_river_medium_wide_1;amb_bob_R_g_water_STATIC_river_medium_wide_1
;ambient;amb_bob_global.bnk;;amb_bob_global.bnk:amb_bob_R_g_water_STATIC_river_small_fast_1;amb_bob_R_g_water_STATIC_river_small_fast_1
;ambient;amb_bob_global.bnk;;amb_bob_global.bnk:amb_bob_R_g_water_STATIC_stream_large_1;amb_bob_R_g_water_STATIC_stream_large_1
;ambient;amb_bob_global.bnk;;amb_bob_global.bnk:amb_bob_R_g_water_STATIC_stream_medium_1;amb_bob_R_g_water_STATIC_stream_medium_1
;ambient;amb_bob_global.bnk;;amb_bob_global.bnk:amb_bob_R_nml_g_water_lake_big;amb_bob_R_nml_g_water_lake_big
;ambient;amb_bob_global.bnk;;amb_bob_global.bnk:amb_bob_R_nml_g_water_lake_big_30m;amb_bob_R_nml_g_water_lake_big_30m
;ambient;amb_bob_global.bnk;;amb_bob_global.bnk:amb_bob_R_nml_g_water_lake_med_25m;amb_bob_R_nml_g_water_lake_med_25m
;ambient;amb_bob_global.bnk;;amb_bob_global.bnk:amb_bob_R_nml_g_water_lake_small_15m;amb_bob_R_nml_g_water_lake_small_15m
;ambient;amb_bob_global.bnk;;amb_bob_global.bnk:amb_bob_R_nml_g_water_river_medium;amb_bob_R_nml_g_water_river_medium
;ambient;amb_bob_global.bnk;;amb_bob_global.bnk:amb_bob_R_nml_g_water_river_small;amb_bob_R_nml_g_water_river_small
;ambient;amb_bob_global.bnk;;amb_bob_global.bnk:amb_bob_R_nml_g_water_STATIC_river_small_fast_1;amb_bob_R_nml_g_water_STATIC_river_small_fast_1
;ambient;amb_bob_global.bnk;;amb_bob_global.bnk:amb_bob_R_nml_g_water_STATIC_stream_large_1;amb_bob_R_nml_g_water_STATIC_stream_large_1
;ambient;amb_bob_global.bnk;;amb_bob_global.bnk:amb_bob_R_nml_g_water_STATIC_stream_medium_1;amb_bob_R_nml_g_water_STATIC_stream_medium_1
;ambient;amb_dyn_rodents.bnk;;amb_dyn_rodents.bnk:amb_dyn_rodents;amb_dyn_rodents
;ambient;amb_dyn_rodents.bnk;;amb_dyn_rodents.bnk:amb_dyn_rodents_mouse_far;amb_dyn_rodents_mouse_far
;ambient;amb_dyn_rodents.bnk;;amb_dyn_rodents.bnk:amb_dyn_rodents_rat_far;amb_dyn_rodents_rat_far
;ambient;amb_bob_bg_14_w.bnk;;amb_bob_bg_14_w.bnk:amb_bob_BG_14W;amb_bob_BG_14W
;ambient;amb_bob_bg_14_w.bnk;;amb_bob_bg_14_w.bnk:amb_bob_BG_14W_plus_add;amb_bob_BG_14W_plus_add
;ambient;amb_bob_bg_17_w.bnk;;amb_bob_bg_17_w.bnk:amb_bob_BG_17W_vineyards_FL_plus_add;amb_bob_BG_17W_vineyards_FL_plus_add
;ambient;amb_bob_bg_17_w.bnk;;amb_bob_bg_17_w.bnk:amb_bob_BG_17W_vineyards_FR;amb_bob_BG_17W_vineyards_FR
;ambient;amb_bob_bg_17_w.bnk;;amb_bob_bg_17_w.bnk:amb_bob_BG_17W_vineyards_RL;amb_bob_BG_17W_vineyards_RL
;ambient;amb_bob_bg_17_w.bnk;;amb_bob_bg_17_w.bnk:amb_bob_BG_17W_vineyards_RR;amb_bob_BG_17W_vineyards_RR
;ambient;amb_bob_bg_10_w.bnk;;amb_bob_bg_10_w.bnk:amb_bob_BG_10W_FL_plus_add;amb_bob_BG_10W_FL_plus_add
;ambient;amb_bob_bg_10_w.bnk;;amb_bob_bg_10_w.bnk:amb_bob_BG_10W_FR;amb_bob_BG_10W_FR
;ambient;amb_bob_bg_10_w.bnk;;amb_bob_bg_10_w.bnk:amb_bob_BG_10W_RL;amb_bob_BG_10W_RL
;ambient;amb_bob_bg_10_w.bnk;;amb_bob_bg_10_w.bnk:amb_bob_BG_10W_RR;amb_bob_BG_10W_RR
;ambient;amb_dyn_bob_crowd_city_ext_chat.bnk;;amb_dyn_bob_crowd_city_ext_chat.bnk:amb_dyn_bob_EXT_crowd_city_chat;amb_dyn_bob_EXT_crowd_city_chat
;ambient;amb_dyn_bob_crowd_city_ext_chat.bnk;;amb_dyn_bob_crowd_city_ext_chat.bnk:amb_dyn_bob_INT_crowd_city_chat_ext_mandragora;amb_dyn_bob_INT_crowd_city_chat_ext_mandragora
;ambient;amb_dyn_bob_music_em_music_box.bnk;;amb_dyn_bob_music_em_music_box.bnk:mus_em_bob_music_box;mus_em_bob_music_box
;ambient;amb_dyn_bob_music_em_music_box.bnk;;amb_dyn_bob_music_em_music_box.bnk:mus_em_bob_music_box_fade_stop;mus_em_bob_music_box_fade_stop
;ambient;amb_dyn_bob_music_em_music_box.bnk;;amb_dyn_bob_music_em_music_box.bnk:mus_em_bob_music_box_stop;mus_em_bob_music_box_stop
;ambient;amb_dyn_bob_wooden_roof_1.bnk;;amb_dyn_bob_wooden_roof_1.bnk:amb_dyn_bob_wooden_roof_1_10m;amb_dyn_bob_wooden_roof_1_10m
;ambient;amb_dyn_bob_wooden_roof_1.bnk;;amb_dyn_bob_wooden_roof_1.bnk:amb_dyn_bob_wooden_roof_1_5m;amb_dyn_bob_wooden_roof_1_5m
;ambient;amb_dyn_bob_wooden_roof_1.bnk;;amb_dyn_bob_wooden_roof_1.bnk:amb_dyn_bob_wooden_roof_1_5m_IN_EXT;amb_dyn_bob_wooden_roof_1_5m_IN_EXT
;ambient;amb_dyn_bob_vampire_siege.bnk;;amb_dyn_bob_vampire_siege.bnk:amb_dyn_bob_vampire_siege_amb_RND;amb_dyn_bob_vampire_siege_amb_RND
;ambient;amb_dyn_bob_vampire_siege.bnk;;amb_dyn_bob_vampire_siege.bnk:amb_dyn_bob_vampire_siege_far;amb_dyn_bob_vampire_siege_far
;ambient;amb_dyn_bob_magic_teleport.bnk;;amb_dyn_bob_magic_teleport.bnk:amb_dyn_bob_magic_teleport_fx_end;amb_dyn_bob_magic_teleport_fx_end
;ambient;amb_dyn_bob_magic_teleport.bnk;;amb_dyn_bob_magic_teleport.bnk:amb_dyn_bob_magic_teleport_fx_start;amb_dyn_bob_magic_teleport_fx_start
;ambient;amb_dyn_harbour.bnk;;amb_dyn_harbour.bnk:amb_dyn_EXT_harbour_ship_bell_60m;amb_dyn_EXT_harbour_ship_bell_60m
;ambient;amb_dyn_harbour.bnk;;amb_dyn_harbour.bnk:amb_dyn_EXT_harbour_ship_creak_20m;amb_dyn_EXT_harbour_ship_creak_20m
;ambient;amb_dyn_harbour.bnk;;amb_dyn_harbour.bnk:amb_dyn_EXT_harbour_ship_shouts_60m;amb_dyn_EXT_harbour_ship_shouts_60m
;ambient;amb_qu_crowd_tavern.bnk;;amb_qu_crowd_tavern.bnk:amb_qu_IN_EXT_crowd_tavern_medium_10m;amb_qu_IN_EXT_crowd_tavern_medium_10m
;ambient;amb_qu_crowd_inhouse_party.bnk;;amb_qu_crowd_inhouse_party.bnk:amb_qu_INT_crowd_inhouse_party;amb_qu_INT_crowd_inhouse_party
;ambient;amb_qu_crowd_inhouse_party.bnk;;amb_qu_crowd_inhouse_party.bnk:amb_qu_INT_crowd_inhouse_party_int_0;amb_qu_INT_crowd_inhouse_party_int_0
;ambient;amb_qu_crowd_inhouse_party.bnk;;amb_qu_crowd_inhouse_party.bnk:amb_qu_INT_crowd_inhouse_party_int_1;amb_qu_INT_crowd_inhouse_party_int_1
;ambient;amb_qu_crowd_inhouse_party.bnk;;amb_qu_crowd_inhouse_party.bnk:amb_qu_INT_crowd_inhouse_party_int_2;amb_qu_INT_crowd_inhouse_party_int_2
;ambient;amb_qu_crowd_inhouse_party.bnk;;amb_qu_crowd_inhouse_party.bnk:amb_qu_INT_crowd_inhouse_party_int_3;amb_qu_INT_crowd_inhouse_party_int_3
;ambient;amb_dyn_warcamp.bnk;;amb_dyn_warcamp.bnk:amb_dyn_warcamp;amb_dyn_warcamp
;ambient;amb_dyn_bob_cave_stream.bnk;;amb_dyn_bob_cave_stream.bnk:amb_dyn_bob_cave_stream_int;amb_dyn_bob_cave_stream_int
;ambient;amb_dyn_bob_cave_stream.bnk;;amb_dyn_bob_cave_stream.bnk:amb_dyn_bob_cave_stream_int_alt;amb_dyn_bob_cave_stream_int_alt
;ambient;amb_qu_haunted.bnk;;amb_qu_haunted.bnk:amb_qu_haunted_EM_CUSTOM_evil_laugh_1;amb_qu_haunted_EM_CUSTOM_evil_laugh_1
;ambient;amb_qu_haunted.bnk;;amb_qu_haunted.bnk:amb_qu_haunted_EM_CUSTOM_footsteps_1;amb_qu_haunted_EM_CUSTOM_footsteps_1
;ambient;amb_qu_haunted.bnk;;amb_qu_haunted.bnk:amb_qu_haunted_EM_CUSTOM_monster_hiss_1;amb_qu_haunted_EM_CUSTOM_monster_hiss_1
;ambient;amb_dyn_crowd_tavern_whispers.bnk;;amb_dyn_crowd_tavern_whispers.bnk:amb_dyn_crowd_tavern_whispers;amb_dyn_crowd_tavern_whispers
;ambient;amb_dyn_dark_liquid.bnk;;amb_dyn_dark_liquid.bnk:amb_dyn_dark_liquid_boiling_15m;amb_dyn_dark_liquid_boiling_15m
;ambient;amb_dyn_dark_liquid.bnk;;amb_dyn_dark_liquid.bnk:amb_dyn_dark_liquid_dripping_15m;amb_dyn_dark_liquid_dripping_15m
;ambient;amb_qu_ep2_fairytale_land_meadow.bnk;;amb_qu_ep2_fairytale_land_meadow.bnk:amb_qu_ep2_q704_animals_meadow_BKG_W;amb_qu_ep2_q704_animals_meadow_BKG_W
;ambient;amb_qu_ep2_fairytale_land_meadow.bnk;;amb_qu_ep2_fairytale_land_meadow.bnk:amb_qu_ep2_q704_bees;amb_qu_ep2_q704_bees
;ambient;amb_qu_ep2_fairytale_land_meadow.bnk;;amb_qu_ep2_fairytale_land_meadow.bnk:amb_qu_ep2_q704_forest_BKG_FL_W;amb_qu_ep2_q704_forest_BKG_FL_W
;ambient;amb_qu_ep2_fairytale_land_meadow.bnk;;amb_qu_ep2_fairytale_land_meadow.bnk:amb_qu_ep2_q704_forest_BKG_FR_W;amb_qu_ep2_q704_forest_BKG_FR_W
;ambient;amb_qu_ep2_fairytale_land_meadow.bnk;;amb_qu_ep2_fairytale_land_meadow.bnk:amb_qu_ep2_q704_forest_BKG_RL_W;amb_qu_ep2_q704_forest_BKG_RL_W
;ambient;amb_qu_ep2_fairytale_land_meadow.bnk;;amb_qu_ep2_fairytale_land_meadow.bnk:amb_qu_ep2_q704_forest_BKG_RR_W;amb_qu_ep2_q704_forest_BKG_RR_W
;ambient;amb_qu_ep2_fairytale_land_meadow.bnk;;amb_qu_ep2_fairytale_land_meadow.bnk:amb_qu_ep2_q704_meadow_drone_W;amb_qu_ep2_q704_meadow_drone_W
;ambient;amb_qu_ep2_fairytale_land_meadow.bnk;;amb_qu_ep2_fairytale_land_meadow.bnk:amb_qu_ep2_q704_meadow_frozen_city_BKG_FL;amb_qu_ep2_q704_meadow_frozen_city_BKG_FL
;ambient;amb_qu_ep2_fairytale_land_meadow.bnk;;amb_qu_ep2_fairytale_land_meadow.bnk:amb_qu_ep2_q704_meadow_frozen_city_BKG_FR;amb_qu_ep2_q704_meadow_frozen_city_BKG_FR
;ambient;amb_qu_ep2_fairytale_land_meadow.bnk;;amb_qu_ep2_fairytale_land_meadow.bnk:amb_qu_ep2_q704_meadow_frozen_city_BKG_RL;amb_qu_ep2_q704_meadow_frozen_city_BKG_RL
;ambient;amb_qu_ep2_fairytale_land_meadow.bnk;;amb_qu_ep2_fairytale_land_meadow.bnk:amb_qu_ep2_q704_meadow_frozen_city_BKG_RR;amb_qu_ep2_q704_meadow_frozen_city_BKG_RR
;ambient;amb_qu_ep2_fairytale_land_meadow.bnk;;amb_qu_ep2_fairytale_land_meadow.bnk:amb_qu_ep2_q704_meadow_quad_BKG;amb_qu_ep2_q704_meadow_quad_BKG
;ambient;amb_qu_ep2_fairytale_land_meadow.bnk;;amb_qu_ep2_fairytale_land_meadow.bnk:amb_qu_ep2_q704_meadow_wind_rnd;amb_qu_ep2_q704_meadow_wind_rnd
;ambient;amb_qu_ep2_fairytale_land_meadow.bnk;;amb_qu_ep2_fairytale_land_meadow.bnk:amb_qu_ep2_q704_room_drone;amb_qu_ep2_q704_room_drone
;ambient;amb_qu_ep2_fairytale_land_meadow.bnk;;amb_qu_ep2_fairytale_land_meadow.bnk:amb_qu_ep2_q704_stream_mdw_01;amb_qu_ep2_q704_stream_mdw_01
;ambient;amb_qu_ep2_fairytale_land_meadow.bnk;;amb_qu_ep2_fairytale_land_meadow.bnk:amb_qu_ep2_q704_stream_mdw_02;amb_qu_ep2_q704_stream_mdw_02
;ambient;amb_qu_ep2_fairytale_land_meadow.bnk;;amb_qu_ep2_fairytale_land_meadow.bnk:amb_qu_q704_EM_meadow_bird_B_140m;amb_qu_q704_EM_meadow_bird_B_140m
;ambient;amb_qu_ep2_fairytale_land_meadow.bnk;;amb_qu_ep2_fairytale_land_meadow.bnk:amb_qu_q704_EM_meadow_bird_C_140m;amb_qu_q704_EM_meadow_bird_C_140m
;ambient;amb_qu_ep2_fairytale_land_meadow.bnk;;amb_qu_ep2_fairytale_land_meadow.bnk:amb_qu_q704_EM_meadow_bird_close_80m;amb_qu_q704_EM_meadow_bird_close_80m
;ambient;amb_qu_ep2_fairytale_land_meadow.bnk;;amb_qu_ep2_fairytale_land_meadow.bnk:amb_qu_q704_EM_meadow_bird_swallow_80m;amb_qu_q704_EM_meadow_bird_swallow_80m
;ambient;amb_qu_ep2_fairytale_land_meadow.bnk;;amb_qu_ep2_fairytale_land_meadow.bnk:amb_qu_q704_EM_meadow_squirrel_80m;amb_qu_q704_EM_meadow_squirrel_80m
;ambient;amb_qu_ep2_fairytale_land_meadow.bnk;;amb_qu_ep2_fairytale_land_meadow.bnk:amb_qu_q704_EM_meadow_woodpecker_A_140m;amb_qu_q704_EM_meadow_woodpecker_A_140m
;ambient;amb_qu_ep2_fairytale_land_meadow.bnk;;amb_qu_ep2_fairytale_land_meadow.bnk:amb_qu_q704_EM_meadow_woodpecker_B_140m;amb_qu_q704_EM_meadow_woodpecker_B_140m
;ambient;amb_qu_ep2_fairytale_land_meadow.bnk;;amb_qu_ep2_fairytale_land_meadow.bnk:amb_qu_q704_EM_meadow_woodpecker_C_140m;amb_qu_q704_EM_meadow_woodpecker_C_140m
;ambient;amb_dyn_bob_music_em_bard_group.bnk;;amb_dyn_bob_music_em_bard_group.bnk:mus_em_bob_bard_group_ext;mus_em_bob_bard_group_ext
;ambient;amb_dyn_bob_music_em_bard_group.bnk;;amb_dyn_bob_music_em_bard_group.bnk:mus_em_bob_bard_group_ext_end;mus_em_bob_bard_group_ext_end
;ambient;amb_dyn_bob_music_em_bard_group.bnk;;amb_dyn_bob_music_em_bard_group.bnk:mus_em_bob_bard_group_ext_far;mus_em_bob_bard_group_ext_far
;ambient;amb_dyn_bob_music_em_bard_group.bnk;;amb_dyn_bob_music_em_bard_group.bnk:mus_em_bob_bard_group_ext_far_end;mus_em_bob_bard_group_ext_far_end
;ambient;amb_dyn_bob_music_em_bard_group.bnk;;amb_dyn_bob_music_em_bard_group.bnk:mus_em_bob_bard_group_ext_loud_on_dlg;mus_em_bob_bard_group_ext_loud_on_dlg
;ambient;amb_dyn_bob_music_em_bard_group.bnk;;amb_dyn_bob_music_em_bard_group.bnk:mus_em_bob_bard_group_ext_loud_on_dlg_end;mus_em_bob_bard_group_ext_loud_on_dlg_end
;ambient;amb_dyn_bob_music_em_bard_group.bnk;;amb_dyn_bob_music_em_bard_group.bnk:mus_em_bob_bard_group_int;mus_em_bob_bard_group_int
;ambient;amb_dyn_bob_music_em_bard_group.bnk;;amb_dyn_bob_music_em_bard_group.bnk:mus_em_bob_bard_group_int_end;mus_em_bob_bard_group_int_end
;ambient;amb_qu_toad_chamber.bnk;;amb_qu_toad_chamber.bnk:amb_qu_INT_toad_chamber;amb_qu_INT_toad_chamber
;ambient;amb_qu_ep2_gravity_cave.bnk;;amb_qu_ep2_gravity_cave.bnk:amb_qu_ep2_gravity_cave_bkg;amb_qu_ep2_gravity_cave_bkg
;ambient;amb_qu_ep2_gravity_cave.bnk;;amb_qu_ep2_gravity_cave.bnk:amb_qu_ep2_gravity_cave_cracks_1_RND;amb_qu_ep2_gravity_cave_cracks_1_RND
;ambient;amb_qu_ep2_gravity_cave.bnk;;amb_qu_ep2_gravity_cave.bnk:amb_qu_ep2_gravity_cave_elements_rev_RND;amb_qu_ep2_gravity_cave_elements_rev_RND
;ambient;amb_qu_ep2_gravity_cave.bnk;;amb_qu_ep2_gravity_cave.bnk:amb_qu_ep2_gravity_cave_river_rev;amb_qu_ep2_gravity_cave_river_rev
;ambient;amb_qu_ep2_gravity_cave.bnk;;amb_qu_ep2_gravity_cave.bnk:amb_qu_ep2_gravity_cave_waterfall_40m;amb_qu_ep2_gravity_cave_waterfall_40m
;ambient;amb_dyn_bob_crowd_arena_big_ext.bnk;;amb_dyn_bob_crowd_arena_big_ext.bnk:amb_dyn_bob_EXT_crowd_arena_big_120m;amb_dyn_bob_EXT_crowd_arena_big_120m
;ambient;amb_dyn_bob_crowd_arena_big_ext.bnk;;amb_dyn_bob_crowd_arena_big_ext.bnk:amb_dyn_bob_EXT_crowd_arena_big_booing_strong;amb_dyn_bob_EXT_crowd_arena_big_booing_strong
;ambient;amb_dyn_bob_crowd_arena_big_ext.bnk;;amb_dyn_bob_crowd_arena_big_ext.bnk:amb_dyn_bob_EXT_crowd_arena_big_booing_strong_dlg;amb_dyn_bob_EXT_crowd_arena_big_booing_strong_dlg
;ambient;amb_dyn_bob_crowd_arena_big_ext.bnk;;amb_dyn_bob_crowd_arena_big_ext.bnk:amb_dyn_bob_EXT_crowd_arena_big_chanting_long;amb_dyn_bob_EXT_crowd_arena_big_chanting_long
;ambient;amb_dyn_bob_crowd_arena_big_ext.bnk;;amb_dyn_bob_crowd_arena_big_ext.bnk:amb_dyn_bob_EXT_crowd_arena_big_chanting_long_dlg;amb_dyn_bob_EXT_crowd_arena_big_chanting_long_dlg
;ambient;amb_dyn_bob_crowd_arena_big_ext.bnk;;amb_dyn_bob_crowd_arena_big_ext.bnk:amb_dyn_bob_EXT_crowd_arena_big_cheering_light;amb_dyn_bob_EXT_crowd_arena_big_cheering_light
;ambient;amb_dyn_bob_crowd_arena_big_ext.bnk;;amb_dyn_bob_crowd_arena_big_ext.bnk:amb_dyn_bob_EXT_crowd_arena_big_cheering_light_dlg;amb_dyn_bob_EXT_crowd_arena_big_cheering_light_dlg
;ambient;amb_dyn_bob_crowd_arena_big_ext.bnk;;amb_dyn_bob_crowd_arena_big_ext.bnk:amb_dyn_bob_EXT_crowd_arena_big_cheering_strong;amb_dyn_bob_EXT_crowd_arena_big_cheering_strong
;ambient;amb_dyn_bob_crowd_arena_big_ext.bnk;;amb_dyn_bob_crowd_arena_big_ext.bnk:amb_dyn_bob_EXT_crowd_arena_big_cheering_strong_dlg;amb_dyn_bob_EXT_crowd_arena_big_cheering_strong_dlg
;ambient;amb_dyn_bob_crowd_arena_big_ext.bnk;;amb_dyn_bob_crowd_arena_big_ext.bnk:amb_dyn_bob_EXT_crowd_arena_big_intensity_0;amb_dyn_bob_EXT_crowd_arena_big_intensity_0
;ambient;amb_dyn_bob_crowd_arena_big_ext.bnk;;amb_dyn_bob_crowd_arena_big_ext.bnk:amb_dyn_bob_EXT_crowd_arena_big_intensity_025;amb_dyn_bob_EXT_crowd_arena_big_intensity_025
;ambient;amb_dyn_bob_crowd_arena_big_ext.bnk;;amb_dyn_bob_crowd_arena_big_ext.bnk:amb_dyn_bob_EXT_crowd_arena_big_intensity_1;amb_dyn_bob_EXT_crowd_arena_big_intensity_1
;ambient;amb_dyn_bob_crowd_arena_big_ext.bnk;;amb_dyn_bob_crowd_arena_big_ext.bnk:amb_dyn_bob_EXT_crowd_arena_big_intensity_13;amb_dyn_bob_EXT_crowd_arena_big_intensity_13
;ambient;amb_dyn_bob_crowd_arena_big_ext.bnk;;amb_dyn_bob_crowd_arena_big_ext.bnk:amb_dyn_bob_EXT_crowd_arena_big_intensity_15;amb_dyn_bob_EXT_crowd_arena_big_intensity_15
;ambient;amb_dyn_bob_crowd_arena_big_ext.bnk;;amb_dyn_bob_crowd_arena_big_ext.bnk:amb_dyn_bob_EXT_crowd_arena_big_intensity_2;amb_dyn_bob_EXT_crowd_arena_big_intensity_2
;ambient;amb_dyn_bob_crowd_hanza_approach.bnk;;amb_dyn_bob_crowd_hanza_approach.bnk:amb_dyn_bob_crowd_hanza_approach_begin;amb_dyn_bob_crowd_hanza_approach_begin
;ambient;amb_dyn_bob_crowd_hanza_approach.bnk;;amb_dyn_bob_crowd_hanza_approach.bnk:amb_dyn_bob_crowd_hanza_approach_end;amb_dyn_bob_crowd_hanza_approach_end
;ambient;amb_dyn_bob_crowd_hanza_approach.bnk;;amb_dyn_bob_crowd_hanza_approach.bnk:amb_dyn_bob_crowd_hanza_bkg_FL;amb_dyn_bob_crowd_hanza_bkg_FL
;ambient;amb_dyn_bob_crowd_hanza_approach.bnk;;amb_dyn_bob_crowd_hanza_approach.bnk:amb_dyn_bob_crowd_hanza_bkg_FR;amb_dyn_bob_crowd_hanza_bkg_FR
;ambient;amb_dyn_bob_crowd_hanza_approach.bnk;;amb_dyn_bob_crowd_hanza_approach.bnk:amb_dyn_bob_crowd_hanza_bkg_RL;amb_dyn_bob_crowd_hanza_bkg_RL
;ambient;amb_dyn_bob_crowd_hanza_approach.bnk;;amb_dyn_bob_crowd_hanza_approach.bnk:amb_dyn_bob_crowd_hanza_bkg_RR;amb_dyn_bob_crowd_hanza_bkg_RR
;ambient;amb_dyn_bob_crowd_hanza_approach.bnk;;amb_dyn_bob_crowd_hanza_approach.bnk:amb_dyn_bob_crowd_hanza_dogs_approach_begin;amb_dyn_bob_crowd_hanza_dogs_approach_begin
;ambient;amb_dyn_bob_crowd_hanza_approach.bnk;;amb_dyn_bob_crowd_hanza_approach.bnk:amb_dyn_bob_crowd_hanza_dogs_approach_end;amb_dyn_bob_crowd_hanza_dogs_approach_end
;ambient;amb_dyn_waterfalls.bnk;;amb_dyn_waterfalls.bnk:amb_dyn_ext_waterfall_3_big_45m;amb_dyn_ext_waterfall_3_big_45m
;ambient;amb_dyn_waterfalls.bnk;;amb_dyn_waterfalls.bnk:amb_dyn_ext_waterfall_3_medium_30m;amb_dyn_ext_waterfall_3_medium_30m
;ambient;amb_dyn_waterfalls.bnk;;amb_dyn_waterfalls.bnk:amb_dyn_ext_waterfall_3_medium_80m;amb_dyn_ext_waterfall_3_medium_80m
;ambient;amb_dyn_bob_crowd_village_1.bnk;;amb_dyn_bob_crowd_village_1.bnk:amb_dyn_bob_EXT_village_1_W_FL;amb_dyn_bob_EXT_village_1_W_FL
;ambient;amb_dyn_bob_crowd_village_1.bnk;;amb_dyn_bob_crowd_village_1.bnk:amb_dyn_bob_EXT_village_1_W_FR;amb_dyn_bob_EXT_village_1_W_FR
;ambient;amb_dyn_bob_crowd_village_1.bnk;;amb_dyn_bob_crowd_village_1.bnk:amb_dyn_bob_EXT_village_1_W_RL;amb_dyn_bob_EXT_village_1_W_RL
;ambient;amb_dyn_bob_crowd_village_1.bnk;;amb_dyn_bob_crowd_village_1.bnk:amb_dyn_bob_EXT_village_1_W_RR;amb_dyn_bob_EXT_village_1_W_RR
